V,I,T,Q,SoC
1.0000000000000002,0.8586674966253963,0.0,0.0,1.0
0.9818083550431227,0.8316647958585537,0.00040314452731303463,0.0002389967580013904,0.9990540714443932
0.9619617226717787,0.7964980673422657,0.0025532486729825943,0.0010527970510851676,0.9977919918752705
0.957588819407323,0.8157479761047357,0.013438150910434724,0.002224950375501041,0.993622437083558
0.9296388417827421,0.7674634932575376,0.02754820936639117,0.003775035262348969,0.9896248734172148
0.8904684168648205,0.7114547209874493,0.05973258079688236,0.009611668749044377,0.9838148101036267
0.8848842904073455,0.7245478703075465,0.10905059463817775,0.015195811476930162,0.9770430006048502
0.9598625230154492,0.8619106746787661,0.1333736477860646,0.004269344503077415,0.9752120802817639
0.9289188729752047,0.7890643683940152,0.12652019082174287,0.017007759475870816,0.97394112452595
0.9466844505170415,0.841674447599977,0.1328361217496472,0.013209403572714076,0.9703111261611792
0.9431544976641495,0.8051200419369906,0.12994691930390379,0.009550599048953442,0.9707101980246942
0.8280735096536878,0.6166232591682828,0.1738896727810253,0.025012985602423776,0.9609688347413508
0.8502872578897678,0.6965178524795652,0.22824699321373376,0.034059224674427804,0.9521900378986432
0.7823127044253158,0.5772556255270551,0.28025263723711613,0.04917061424814102,0.9401884932507343
0.7828272558723961,0.6122104884933968,0.352549889135255,0.0563378961119621,0.927743798221767
0.7950953989071377,0.6484711191738547,0.4050930591950547,0.06029043751353403,0.9172486884243427
0.8832723129527567,0.848666384101364,0.4523953503997849,0.03189781458744231,0.9125099190859262
0.9182474747009273,0.8940331790719576,0.4669085533830544,0.02453246491906116,0.9119260354932599
0.9167564627584952,0.8520423164751622,0.44755761607202843,0.02719152857346369,0.912699859197195
0.9007943913988272,0.8084686624593256,0.4229657999059328,0.039509530683467985,0.9117705330522716
0.8792029435197308,0.783692681908685,0.4222938923604111,0.061846890540110264,0.9070011799766721
0.8761272833680487,0.7811532055469645,0.41879997312369815,0.06529969368126433,0.9040267895988275
0.8502337194501284,0.738873120463772,0.4084525969226634,0.07134697614895116,0.8988983928906951
0.8942622537423788,0.8325380848725948,0.40348048108580253,0.051998984083773056,0.8970938149196077
0.9167053884311402,0.882322201999339,0.3972989316670026,0.03703031178935616,0.8958069717105617
0.9019937420508384,0.8174862535788734,0.3815762951017939,0.03603797583861873,0.8964641778219726
0.8858475343004428,0.8095079098848116,0.37216958946448964,0.06609935018102142,0.8935876844476996
0.9235802617053659,0.8842332810594219,0.3603440166633071,0.034971017125194764,0.893238753800534
0.7659460706305465,0.4892672212981269,0.3557750453537593,0.07756111678082667,0.8887412371465997
0.6875671390593927,0.4656275103672622,0.5207955385338976,0.11679933393955011,0.8645864883867411
0.7372203456567112,0.6047248122463353,0.6452328159645232,0.12362256415124317,0.8500903992982671
0.8349835525305218,0.885109872760949,0.7114828999529663,0.06253401025870153,0.8413482865673595
0.8143230910746146,0.713393707966226,0.733790230464288,0.10644813464366705,0.8429297758857301
0.8765990488654591,0.9178557471942164,0.730699455754888,0.052629362428435446,0.8386034021203886
0.840473370690556,0.7711584597943267,0.7012699052610358,0.09818060439780237,0.8390804428110503
0.8294399719206405,0.7727578531659512,0.664180608748236,0.109988466413294,0.8349920951108336
0.8717801412774782,0.8805300733394955,0.646307868037358,0.08258188574615868,0.8332698997881001
0.7771394126887572,0.6443279056045966,0.636632399381845,0.1319082323096416,0.827634806164467
0.8464138973884763,0.8702696996296708,0.6473829201101927,0.09587822845804067,0.8209021126120618
0.85397468991867,0.8426163749023999,0.6278976012900624,0.08034753104124759,0.8219164523473241
0.8401313071034024,0.8143807103447864,0.6012900624874016,0.09733232014656709,0.8193215233462129
0.8284650794967423,0.756168066336186,0.5799234025398105,0.08987693638850065,0.8190221407194167
0.762175978835004,0.6553768347194756,0.5744809514210844,0.15769028495783788,0.809319237953457
0.7725696044517358,0.7305441171147338,0.6015588255056104,0.15316767553510804,0.7999059397600335
0.8400450631734386,0.866876034206537,0.5983336692871061,0.09255041762711445,0.799019454236073
0.8230892825324265,0.8252367244140418,0.5800577840489147,0.12252254042970556,0.7962272791495301
0.8498885197200667,0.8579669791090924,0.5578848350466975,0.07634744614223368,0.7974404953115201
0.8491705670043974,0.8546271655961941,0.5244238392797149,0.06648883287478856,0.7966492440697138
0.8529478271265865,0.852343082460554,0.49754753745884556,0.060397266292707565,0.7967946140420261
0.8481582648758141,0.8457545573061215,0.4646240677282805,0.08362472983273335,0.7957889436045585
0.8257346190751222,0.7842254860175825,0.43680709534368073,0.12981363705466548,0.7947305815787649
0.843022830864357,0.849665882244939,0.41947188066922,0.10664727451371608,0.792069956608681
0.8250101700634296,0.814439827406271,0.42350332594235024,0.09833342052798591,0.7890299045071476
0.7706314681347404,0.7000948210148055,0.43653833232547196,0.17750770176461528,0.7834004759824531
0.7811594998760907,0.7633226584038436,0.4515890613451589,0.16479687575653,0.7773530003395184
0.8312681192256572,0.8577787660209572,0.4478263790902371,0.06104544932104214,0.7769442773983937
0.798270295580829,0.7692476487935016,0.42336894443324596,0.19533069880404755,0.7751102064737747
0.8311771710813318,0.8705607657407515,0.40724316334072425,0.10768102522931061,0.7720278011133785
0.7974979083846898,0.7474947385182041,0.39447691997581125,0.11823283540993912,0.7723264684837605
0.7152086546279743,0.6227532719785012,0.41026674729557205,0.18514957699119486,0.7611041883281178
0.7255288048965818,0.6793251957691926,0.4360679970436067,0.20712364474631834,0.7523807302432783
0.6660776158247981,0.5707588568234983,0.4794060337297587,0.2495994511533219,0.7390733574024427
0.6702668307189426,0.6263092056328923,0.5303366256803064,0.2374730622597497,0.7262304276969385
0.6770144661951958,0.6434187053703961,0.5764294833030974,0.24545909225206197,0.7153618918903283
0.7657968798322201,0.8556982178762462,0.6065309413424711,0.1402308971854847,0.7117473262025902
0.7944744426114012,0.8912848114666151,0.607605993415306,0.11086509829106328,0.7113881251925456
0.7934137542779551,0.8545459715350427,0.5912786400591278,0.10355824383074534,0.7119043591420907
0.7619042544530672,0.762059555340213,0.5525095746825235,0.1850247000583568,0.710493536617925
0.761466538507227,0.7996920347285014,0.5351071692535107,0.22083670181167125,0.7054948397911869
0.7575192546373957,0.7877069203203894,0.5220721628703889,0.2175862767441323,0.7024641109939906
0.728517549087677,0.7434309932014694,0.5093731102600282,0.23015731738281026,0.6966849749314576
0.7670546971484395,0.8216884670243854,0.4920378955855674,0.19073775356392303,0.6954163624470636
0.797816450900035,0.89813304447847,0.484915675603037,0.09735289919186962,0.6945098574603433
0.7765224885767597,0.8191105501143097,0.4724853860108849,0.13072375760542093,0.6947230114930825
0.7627404845584003,0.8071752702242349,0.4495733387085937,0.2096254056061184,0.6916518126040171
0.7987765586502247,0.882199533459321,0.43828529194382854,0.10745690075604557,0.6918079952614692
0.6058963774861292,0.38873447672486766,0.44285426325337635,0.2639814681304901,0.6842293302216869
0.5788735781112073,0.492543006190243,0.615400120943358,0.3161565956438127,0.6591929972846362
0.6186138849975118,0.6149134549503962,0.7263992474635488,0.2993732125002303,0.6446095171183321
0.724247690518762,0.9008868568978387,0.7882147416515485,0.15098957180319542,0.6370665653514516
0.6836668973331779,0.6864756819116922,0.792649331451992,0.29198261798057884,0.6371684919153863
0.7598196154602375,0.9230328236317197,0.7718201975408182,0.11167118334661917,0.6339780943016075
0.7138999869946077,0.7530518713479156,0.7392998723375661,0.26772860489922223,0.6333520773937675
0.7190266846079643,0.8018635058663396,0.7137673856077401,0.23283536879996278,0.6291438361404549
0.7443116127915721,0.8567282128468475,0.695894644896862,0.20761584973218006,0.6276547780544673
0.6463506049043646,0.6138149993541787,0.6776187596586709,0.3283936510160763,0.6200925679286495
0.7309146823202439,0.8848843498796589,0.6773499966404621,0.17971118404562786,0.6145957262550308
0.7296111669216543,0.8309844795778691,0.6518175099106361,0.21077554201285045,0.6152956740128921
0.7207632117380325,0.8197011628239518,0.6309883759994623,0.1903014572184066,0.6123277057213781
0.6946924557458238,0.7211873788411842,0.6090841900154538,0.23883777119348715,0.6114371650038467
0.6310220344120643,0.6251023044424173,0.6072028488879928,0.33883769931652796,0.6005622192923123
0.6667328456823121,0.7730030120318441,0.6230598669623059,0.282497299737159,0.5914039455722896
0.7122902496420955,0.8435173633229579,0.6171470805617146,0.23786153119743583,0.5910028928900836
0.7133392894447412,0.8545466856435117,0.6024323053147885,0.21278286952693057,0.58798013833981
0.7212571542460051,0.8298033439830574,0.576295101793993,0.20050074083184083,0.5892428110464681
0.7358169217054884,0.8717046816623251,0.5518376671370019,0.10005037193043462,0.5885353339379801
0.7299832478766393,0.842057151120547,0.5162937579789021,0.16121428418705847,0.5885709785532445
0.7330067136499274,0.8551159063844294,0.4889471208761674,0.14053150693678337,0.5875541878343656
0.6985100377053983,0.762571830617154,0.4640865416918631,0.3078793120020887,0.5859025129838413
0.7098545866538049,0.8040868048185776,0.45427669152724576,0.21782933138549987,0.583408146524011
0.7081476288711526,0.8216276825978891,0.45750184774575015,0.19907005969346733,0.5799686048876408
0.6469200388523306,0.6924725828311427,0.47268695827454127,0.3509646070133551,0.5732159678832006
0.6737927513880957,0.8002339134805543,0.48518443862124566,0.29818021126771277,0.5673661605597625
0.7117075990918755,0.8586674966253963,0.475643351474837,0.10578147825441798,0.5672820256945601
0.6667066364880114,0.7377046890162213,0.449304575690385,0.42312195971504984,0.5646540477322642
0.7212824673994749,0.8971198300619712,0.4354632802526372,0.16525637589832431,0.5622535510411639
0.6540460275693845,0.6863963022357533,0.4168514412416851,0.27213426276622443,0.5614682792986374
0.6016408555705068,0.6483269701506315,0.44984210172680233,0.34449405128665755,0.5490708939797057
0.5870114209364294,0.6241516292215974,0.4834374790028892,0.39697600956320417,0.5400575885014924
0.5402208407832731,0.5604468628970278,0.5272458509709063,0.46035005430762727,0.5253437872578035
0.5552532697809973,0.6480452754236028,0.5786467782033191,0.43150068720569407,0.5124789731849038
0.5622903264455956,0.6641761033881187,0.6209097628166363,0.39281072098242875,0.5011513304846812
0.6404313591761752,0.8377120673551134,0.6530269434925753,0.28249294323438623,0.49845359825326785
